date,region,service_type,shipment_volume,total_weight,total_revenue,fleet_vehicles_available,warehouse_capacity_used,labor_available,weather_impact,competitor_activity
2024-05-02,Midwest,Distribution Center Management,215,355553.6058140546,113272.93724161347,49,75.91068584168215,100,Minor,Low
2024-12-15,West,Distribution Center Management,99,255933.21195595132,63679.38795756241,82,84.21914359588986,64,None,Low
2023-11-02,Northwest,Fleet Maintenance,115,254738.58781604303,48748.55780320072,62,42.67446703873757,69,None,Low
2024-11-10,Northeast,Supply Chain Solutions,52,75125.75284294887,13949.840947571009,24,53.33997874647422,162,None,Normal
2023-12-09,Midwest,Supply Chain Solutions,87,184307.96348009913,33004.23999704603,42,50.611165352508856,120,None,High
2024-12-08,Southwest,Freight Management,89,172660.2411053139,54159.15497858143,88,64.87075981462517,98,None,Normal
2024-12-24,West,Fleet Maintenance,139,233661.0509014271,27425.2973100453,73,76.56653840843703,74,None,Low
2023-09-15,Northwest,Fleet Maintenance,103,240489.53932122912,37131.553355617645,87,40.758506624768174,148,None,Normal
2024-12-27,Southwest,Transportation Management,157,264243.24863466044,51579.48552403002,24,60.648301115206095,172,None,Normal
2023-10-29,Northwest,Dedicated Contract Carriage,73,178345.47753785946,30904.547896993477,56,58.58097426009968,136,None,Normal
2024-09-30,Northeast,Supply Chain Solutions,141,279170.7747307342,48380.0329428717,20,58.8883890660273,83,None,High
2023-07-14,Midwest,Freight Management,181,491726.2849938486,57704.06569721174,21,70.83612770551338,106,None,Normal
2024-08-31,West,Transportation Management,44,113197.2133189353,5344.591028353768,51,73.82614286918118,182,Minor,High
2024-06-27,West,Transportation Management,137,193852.08425632457,35359.72501976386,52,55.494921792324426,159,Minor,High
2024-01-09,Northwest,Fleet Maintenance,192,440654.68364866683,21261.711901028742,22,50.72007886619495,76,None,Low
2023-09-09,Southeast,Supply Chain Solutions,51,88304.49042344927,13654.499676683052,78,40.52541569845329,132,None,Normal
2023-08-12,Midwest,Supply Chain Solutions,83,144497.80446073532,15094.302657559261,40,39.17352216137129,106,None,Low
2024-05-03,Northeast,Dedicated Contract Carriage,217,510960.9995932748,238961.5547286071,54,24.25516916753455,105,Minor,High
2023-01-26,Midwest,Supply Chain Solutions,218,276796.2129421803,137382.23363513034,43,75.71831676371522,122,None,High
2024-09-09,West,Supply Chain Solutions,161,263059.741526859,29268.960866952864,56,58.651645050045076,151,None,Normal
2024-04-19,Northwest,Transportation Management,309,647457.0389472225,162213.2255633443,74,60.12391767225211,135,None,Normal
2023-09-22,Northeast,Supply Chain Solutions,191,429692.1462752598,151932.13581855642,23,55.09726188068406,67,Moderate,Normal
2023-07-29,Midwest,Freight Management,80,119648.25615776281,52571.87189392641,32,62.083900650114934,170,None,Low
2023-03-28,Northwest,Distribution Center Management,156,367223.0662504654,77604.5428524336,86,59.72557620179838,120,Minor,High
2023-11-19,Midwest,Fleet Maintenance,54,87224.01296033809,10669.468833373978,75,49.34997847550473,74,Moderate,Normal
2024-01-24,Northwest,Freight Management,177,298977.33962093515,155575.23271483305,52,78.35019705213384,164,Severe,Normal
2024-03-09,Southeast,Distribution Center Management,91,186183.81751632036,49862.09261763618,85,45.089458278269326,86,Minor,Normal
2024-10-12,West,Supply Chain Solutions,83,182893.83255394743,40915.33522935953,74,67.72747577460596,91,None,Normal
2023-06-30,West,Supply Chain Solutions,141,351626.5977435104,53396.17432011433,27,56.74306887963335,124,None,High
2023-08-08,Southeast,Distribution Center Management,119,273544.73630762973,53610.21777864501,43,29.791738921930428,54,Severe,Normal
2024-05-27,Southwest,Transportation Management,257,604645.9766007627,110750.08166258213,53,46.85733555624616,164,None,Normal
2023-11-25,Southwest,Supply Chain Solutions,37,78038.75657279238,7851.260962255014,89,47.196460829856996,63,None,Normal
2024-11-11,West,Freight Management,133,385707.48666521884,18912.781996986854,29,73.86865526057515,129,Minor,Low
2024-02-04,Midwest,Dedicated Contract Carriage,105,227868.75204637536,50821.04006025501,43,46.76981927898614,179,None,Normal
2024-06-17,Midwest,Fleet Maintenance,205,368323.73059530096,78312.48406182995,76,33.34974692582064,55,Severe,Normal
2024-09-16,Southwest,Freight Management,168,339125.47460612754,63771.977037279365,30,45.69082731993891,77,Minor,Normal
2024-07-15,Southwest,Freight Management,195,477711.01439650625,64729.931251467606,74,52.5920198237547,119,Severe,Normal
2023-01-09,Southwest,Fleet Maintenance,132,179135.83316559595,22376.3703410469,83,86.04329589195264,157,Severe,Normal
2024-02-14,Northwest,Supply Chain Solutions,187,366096.0321827058,67391.58786939133,96,34.480978913064156,119,Severe,Normal
2023-03-27,Northwest,Distribution Center Management,383,690728.1885688518,233323.68704343538,23,68.03720246673058,104,None,Normal
2023-02-17,Northwest,Freight Management,154,245290.2941742727,83136.05481215444,29,76.35534845700971,178,None,Normal
2024-09-24,Midwest,Freight Management,86,136375.86642980707,19949.47058200242,49,39.54817526877002,169,Moderate,Normal
2023-11-16,Northwest,Supply Chain Solutions,140,339764.3185718629,40735.89701353081,49,68.99192632043267,75,None,Low
2023-08-08,Southwest,Transportation Management,158,366553.62501122605,105216.06062106391,31,60.29771322221824,63,Severe,Normal
2024-09-02,Southeast,Distribution Center Management,149,282422.82412212825,19332.99273332918,66,66.54701398790849,89,None,Normal
2024-01-21,Southeast,Supply Chain Solutions,87,112718.1224951474,39930.76447171718,40,73.70807613865804,129,None,Normal
2024-12-10,Midwest,Fleet Maintenance,125,201112.34570768464,20147.641565249898,22,89.09350774344392,106,None,Normal
2023-11-29,Southwest,Distribution Center Management,236,214655.2568545753,251585.0904858343,60,42.7623887317084,120,Minor,Normal
2023-08-08,Southwest,Dedicated Contract Carriage,162,427947.72024008323,34034.279546897764,98,66.56005843368375,161,None,Normal
2023-02-08,Southeast,Supply Chain Solutions,241,409620.8212597241,94092.61118097811,82,74.158416030692,149,None,Normal
2024-09-13,Northwest,Transportation Management,127,314689.2000603132,44777.77865884781,47,63.542401045151855,67,None,High
2024-10-31,Midwest,Distribution Center Management,113,180506.204252097,38715.226071708836,72,73.6538451643681,148,None,Normal
2023-09-13,Southwest,Dedicated Contract Carriage,136,258175.36916749322,32731.192687735827,23,69.80594616807504,54,None,Normal
2024-01-02,Midwest,Distribution Center Management,171,259810.03270431297,48101.219117746296,93,61.05242949826359,152,None,Low
2023-07-22,Northeast,Fleet Maintenance,61,104688.24702665895,23519.983703959435,42,89.97312850342138,145,None,Normal
2023-11-25,Northwest,Distribution Center Management,110,207299.4586424826,17988.373985955,73,55.51558727494342,199,None,Normal
2023-03-01,Midwest,Supply Chain Solutions,230,417643.9369235325,109174.03002337817,97,72.87659453618474,65,Severe,Normal
2024-02-12,West,Dedicated Contract Carriage,207,555569.5583981677,128322.48139560645,37,63.71643929259236,163,Moderate,Normal
2024-01-15,West,Supply Chain Solutions,190,431073.4001330881,63289.55027620318,45,78.3639955912732,51,None,High
2024-04-06,Northeast,Transportation Management,143,324032.2215426647,112809.4310865313,73,36.44901957860983,52,None,Normal
2023-06-23,Southwest,Supply Chain Solutions,150,373998.9219430959,52415.77945179529,27,20.84926042574205,195,None,Normal
2023-05-11,Southeast,Fleet Maintenance,209,342765.4668010295,53608.23419680625,29,80.81782372751569,154,Moderate,High
2024-01-26,Southeast,Freight Management,260,397918.25514581706,69211.83621650362,69,66.58218435692166,150,None,High
2023-06-02,Northwest,Fleet Maintenance,301,601955.9856713229,152545.3489293122,93,80.72540269419471,112,None,High
2023-02-13,Southeast,Fleet Maintenance,206,644577.2868132585,63001.73031887162,48,76.79322711844473,176,None,Low
2024-11-19,Southeast,Supply Chain Solutions,185,311924.2714163358,43206.15892501796,45,76.05695688727543,59,Moderate,High
2024-07-28,Southeast,Distribution Center Management,76,58905.503991609905,58814.69611743433,79,71.0805445489811,124,None,Normal
2023-02-15,Southeast,Fleet Maintenance,250,607299.47779333,74371.21856781992,97,79.10927141263147,130,None,High
2024-04-04,Northwest,Transportation Management,288,642984.773926925,225606.76031212424,35,48.20143822430386,104,None,Low
2023-04-19,Southeast,Freight Management,155,377907.75441493856,51321.698210771036,76,33.411182457023195,188,None,Normal
2024-03-08,Northwest,Transportation Management,169,383909.9507799059,45697.29253153902,55,76.98773539658768,117,None,High
2024-11-25,Northeast,Dedicated Contract Carriage,210,389876.1376540337,86545.75622216487,60,71.44207553063674,128,None,Low
2024-08-30,Southwest,Dedicated Contract Carriage,158,356778.55059077346,32331.27007864761,51,62.52983102132744,118,None,Normal
2023-04-11,Southeast,Transportation Management,244,295875.60432663327,97115.62965844838,50,59.36910324264236,80,Moderate,Normal
2024-01-02,Northeast,Transportation Management,136,284610.2803002176,102704.67619631013,26,81.11574743465823,181,None,High
2023-12-29,Southeast,Transportation Management,195,383941.7018241796,56429.94804475348,96,88.98324446147487,75,Minor,High
2024-10-16,Northwest,Freight Management,116,147074.4769702386,15499.749722756316,96,35.75241805368163,113,None,Normal
2023-04-28,Midwest,Distribution Center Management,144,286724.651978474,129897.70831127184,74,67.94316329053322,163,None,Normal
2024-05-08,Southeast,Supply Chain Solutions,93,284551.51293496817,33151.911632057185,21,66.01759403098752,153,Minor,Low
2023-09-05,West,Dedicated Contract Carriage,193,416164.41795283917,49933.12938935925,80,71.29002984324578,64,None,Normal
2024-05-29,Northeast,Freight Management,168,264083.7062317512,35438.25211124293,68,61.73900010701083,135,None,Normal
2024-07-21,Midwest,Transportation Management,39,37192.233863613335,18160.00735236815,99,51.649832606286,179,None,Low
2023-10-14,Midwest,Supply Chain Solutions,43,81506.15829676263,10634.587189204243,47,45.797381431937474,119,None,Normal
2023-07-02,Midwest,Fleet Maintenance,60,125181.08239640015,9517.149130354415,64,86.1122471911548,110,None,Normal
2024-12-20,Southwest,Dedicated Contract Carriage,129,182433.37336846907,33446.621451940235,87,57.59130947593909,92,None,High
2024-06-22,Midwest,Freight Management,58,96443.55546382359,13320.572575413396,71,42.77101823482204,188,Minor,Normal
2024-06-04,Midwest,Fleet Maintenance,137,250012.20083923198,59152.286771925945,40,64.56219033623957,166,None,High
2023-11-30,Midwest,Transportation Management,182,311550.74927935953,271250.7788403025,87,79.53845151306234,135,None,Normal
2024-08-09,Southeast,Fleet Maintenance,161,149618.05786098156,73317.47284159338,47,77.55450353860026,191,None,Normal
2024-12-29,West,Distribution Center Management,69,210389.25518501105,25001.747383896804,49,73.14325319603503,142,Moderate,Normal
2023-02-05,Northwest,Supply Chain Solutions,85,146874.12037651884,59230.151692849795,49,60.57448695333206,125,None,Normal
2023-02-05,Midwest,Supply Chain Solutions,73,124989.57219953171,53514.295625358485,45,61.38986297679237,94,None,Low
2023-07-13,Midwest,Dedicated Contract Carriage,265,463917.5008520402,107775.74256968874,68,55.703443739653224,144,None,Normal
2023-07-24,Northwest,Supply Chain Solutions,200,405721.7079400614,71768.39025221247,64,70.4429192423478,178,None,High
2023-03-31,Midwest,Fleet Maintenance,247,436926.60776569974,272395.015503449,66,56.24208382261148,162,Minor,High
2024-05-21,West,Freight Management,105,160127.77235276235,33584.26940439642,85,77.294860863954,163,Minor,Low
2024-01-03,Northeast,Transportation Management,204,191435.1362100595,74499.67214823407,56,67.01766269918267,172,Moderate,Low
2024-08-22,Southeast,Distribution Center Management,148,347173.24871920206,106538.75971072717,94,54.846156352424714,146,None,Normal
2023-01-20,Northeast,Fleet Maintenance,68,170121.49703636632,13360.395498301237,59,24.468480741525866,76,None,Normal
2023-03-19,Northeast,Fleet Maintenance,113,159886.85947071694,49299.78145881783,93,46.68884244776335,153,Minor,Normal
2024-10-10,Midwest,Fleet Maintenance,84,76095.6734864657,20152.557326408158,74,74.88918575090689,119,Moderate,Normal
2023-03-02,West,Fleet Maintenance,240,740218.0769230534,109260.02189533238,96,46.612103271081956,197,None,Normal
2024-08-26,Southeast,Distribution Center Management,116,269214.75952214457,110560.12638276993,63,45.811070128193634,129,Minor,Normal
2023-07-16,Northeast,Fleet Maintenance,115,287279.6012188226,26584.60400408235,24,59.853438120198554,126,None,High
2023-01-18,Northwest,Freight Management,202,656074.2577180202,121143.8516383674,96,48.4594863849244,155,None,Low
2024-04-30,Southeast,Dedicated Contract Carriage,221,568568.5552077068,118595.91235781412,36,68.39477746526069,155,None,Low
2024-12-22,Southeast,Transportation Management,101,117397.61424338602,63678.568693723944,22,79.48882885952257,183,Moderate,Normal
2023-01-10,Northwest,Dedicated Contract Carriage,223,605176.0686850183,121114.98056150353,97,57.294193818981235,137,None,High
2024-08-02,Northwest,Transportation Management,150,298762.4598542617,60645.94962810712,25,67.31296833363987,128,None,High
2023-05-23,Northeast,Supply Chain Solutions,261,746479.2091661307,73981.16517757052,57,54.987621806713584,166,Minor,High
2024-10-03,Southwest,Dedicated Contract Carriage,136,306346.8681941482,36031.26997030333,54,79.88807729744329,117,None,Normal
2023-08-05,West,Distribution Center Management,40,47101.551328465,38651.81986651006,37,81.68871827053408,128,None,Normal
2024-01-20,Northwest,Freight Management,35,59783.57209066982,8767.705353436038,86,79.97395284269632,160,None,Normal
2023-04-15,Northeast,Dedicated Contract Carriage,91,175751.2300507372,32423.94534082226,37,35.72334118326633,56,None,Normal
2023-08-02,Midwest,Transportation Management,161,319860.0616889233,98580.4439644473,79,68.61457284940252,68,None,Normal
2023-04-03,Northwest,Transportation Management,263,535501.8995522475,71966.2150898471,60,87.0481948924336,160,None,Normal
2024-02-08,Northeast,Transportation Management,276,462683.9437332446,72525.53181780953,33,69.37851743660589,100,None,Low
2024-07-12,Northeast,Transportation Management,232,500416.6572995753,72375.9435777275,95,66.36141783081044,131,None,Normal
2023-09-26,Northeast,Distribution Center Management,154,136792.37311786506,40307.15581324051,62,74.84685654178506,143,Severe,Normal
2023-04-12,Midwest,Distribution Center Management,227,405870.3653603571,193847.96520600864,45,88.87754402240033,116,None,Low
2023-10-16,Northwest,Fleet Maintenance,138,444421.1536306757,75516.34763103125,91,68.15162887793048,169,Minor,High
2023-09-22,Midwest,Fleet Maintenance,192,339387.07563435496,77665.28071098715,99,68.44906843882633,95,Moderate,Normal
2024-08-01,West,Supply Chain Solutions,136,307347.50608171837,70928.85564765256,58,66.34376071730182,138,Moderate,Normal
2024-09-06,West,Distribution Center Management,98,156969.89740142756,29813.946951059952,36,64.75479757155482,164,None,High
2024-01-03,Northwest,Distribution Center Management,162,387706.9628945484,87309.37136472433,85,46.756552217463586,105,None,Normal
